cust_id,sex,emoji_modifier,date,duration,flags,device_name,line,battery_life,water_resitance,heart_rate_sensor,pulse_oximiter,gps,sleep_tracking,smart_notifications
1be58aad-911c-481e-b1bb-405bd0807fd3,Female,U+1F3FD,2022-01-19,326,3,Advance 2,Advance,Up to 7 days,Resistant,Yes,No,Yes,Yes,Yes
1be58aad-911c-481e-b1bb-405bd0807fd3,Female,U+1F3FD,2022-01-13,342,2,Advance 2,Advance,Up to 7 days,Resistant,Yes,No,Yes,Yes,Yes
1be58aad-911c-481e-b1bb-405bd0807fd3,Female,U+1F3FD,2022-01-21,300,5,Advance 2,Advance,Up to 7 days,Resistant,Yes,No,Yes,Yes,Yes
1be58aad-911c-481e-b1bb-405bd0807fd3,Female,U+1F3FD,2022-01-05,350,5,Advance 2,Advance,Up to 7 days,Resistant,Yes,No,Yes,Yes,Yes
1be58aad-911c-481e-b1bb-405bd0807fd3,Female,U+1F3FD,2022-01-24,340,2,Advance 2,Advance,Up to 7 days,Resistant,Yes,No,Yes,Yes,Yes
1be58aad-911c-481e-b1bb-405bd0807fd3,Female,U+1F3FD,2022-01-29,322,4,Advance 2,Advance,Up to 7 days,Resistant,Yes,No,Yes,Yes,Yes
1be58aad-911c-481e-b1bb-405bd0807fd3,Female,U+1F3FD,2022-01-04,322,2,Advance 2,Advance,Up to 7 days,Resistant,Yes,No,Yes,Yes,Yes
1be58aad-911c-481e-b1bb-405bd0807fd3,Female,U+1F3FD,2022-01-16,346,3,Advance 2,Advance,Up to 7 days,Resistant,Yes,No,Yes,Yes,Yes
1be58aad-911c-481e-b1bb-405bd0807fd3,Female,U+1F3FD,2022-01-25,323,1,Advance 2,Advance,Up to 7 days,Resistant,Yes,No,Yes,Yes,Yes
1be58aad-911c-481e-b1bb-405bd0807fd3,Female,U+1F3FD,2022-01-08,354,1,Advance 2,Advance,Up to 7 days,Resistant,Yes,No,Yes,Yes,Yes
1be58aad-911c-481e-b1bb-405bd0807fd3,Female,U+1F3FD,2022-01-18,321,5,Advance 2,Advance,Up to 7 days,Resistant,Yes,No,Yes,Yes,Yes
1be58aad-911c-481e-b1bb-405bd0807fd3,Female,U+1F3FD,2022-01-26,348,3,Advance 2,Advance,Up to 7 days,Resistant,Yes,No,Yes,Yes,Yes
1c8e5e17-97f5-4e92-9c88-b811fd6465ca,Male,U+1F3FF,2022-01-28,299,8,Run BE,Run,Up to 14 days,"Waterproof, 10 ATM",Yes,Yes,Yes,Yes,Yes
1c8e5e17-97f5-4e92-9c88-b811fd6465ca,Male,U+1F3FF,2022-01-26,310,7,Run BE,Run,Up to 14 days,"Waterproof, 10 ATM",Yes,Yes,Yes,Yes,Yes
1c8e5e17-97f5-4e92-9c88-b811fd6465ca,Male,U+1F3FF,2022-01-02,334,16,Run BE,Run,Up to 14 days,"Waterproof, 10 ATM",Yes,Yes,Yes,Yes,Yes
1c8e5e17-97f5-4e92-9c88-b811fd6465ca,Male,U+1F3FF,2022-01-25,305,8,Run BE,Run,Up to 14 days,"Waterproof, 10 ATM",Yes,Yes,Yes,Yes,Yes
1c8e5e17-97f5-4e92-9c88-b811fd6465ca,Male,U+1F3FF,2022-01-14,350,12,Run BE,Run,Up to 14 days,"Waterproof, 10 ATM",Yes,Yes,Yes,Yes,Yes
1c8e5e17-97f5-4e92-9c88-b811fd6465ca,Male,U+1F3FF,2022-01-11,314,10,Run BE,Run,Up to 14 days,"Waterproof, 10 ATM",Yes,Yes,Yes,Yes,Yes
1c8e5e17-97f5-4e92-9c88-b811fd6465ca,Male,U+1F3FF,2022-01-01,371,12,Run BE,Run,Up to 14 days,"Waterproof, 10 ATM",Yes,Yes,Yes,Yes,Yes
1c8e5e17-97f5-4e92-9c88-b811fd6465ca,Male,U+1F3FF,2022-01-23,316,4,Run BE,Run,Up to 14 days,"Waterproof, 10 ATM",Yes,Yes,Yes,Yes,Yes
1c8e5e17-97f5-4e92-9c88-b811fd6465ca,Male,U+1F3FF,2022-01-30,319,9,Run BE,Run,Up to 14 days,"Waterproof, 10 ATM",Yes,Yes,Yes,Yes,Yes
1c8e5e17-97f5-4e92-9c88-b811fd6465ca,Male,U+1F3FF,2022-01-21,325,6,Run BE,Run,Up to 14 days,"Waterproof, 10 ATM",Yes,Yes,Yes,Yes,Yes
1c8e5e17-97f5-4e92-9c88-b811fd6465ca,Male,U+1F3FF,2022-01-18,372,16,Run BE,Run,Up to 14 days,"Waterproof, 10 ATM",Yes,Yes,Yes,Yes,Yes
1c8e5e17-97f5-4e92-9c88-b811fd6465ca,Male,U+1F3FF,2022-01-08,319,18,Run BE,Run,Up to 14 days,"Waterproof, 10 ATM",Yes,Yes,Yes,Yes,Yes
1c8e5e17-97f5-4e92-9c88-b811fd6465ca,Male,U+1F3FF,2022-01-16,359,6,Run BE,Run,Up to 14 days,"Waterproof, 10 ATM",Yes,Yes,Yes,Yes,Yes
1c8e5e17-97f5-4e92-9c88-b811fd6465ca,Male,U+1F3FF,2022-01-10,326,7,Run BE,Run,Up to 14 days,"Waterproof, 10 ATM",Yes,Yes,Yes,Yes,Yes
1c8e5e17-97f5-4e92-9c88-b811fd6465ca,Male,U+1F3FF,2022-02-01,297,9,Run BE,Run,Up to 14 days,"Waterproof, 10 ATM",Yes,Yes,Yes,Yes,Yes
1c8e5e17-97f5-4e92-9c88-b811fd6465ca,Male,U+1F3FF,2022-01-04,349,20,Run BE,Run,Up to 14 days,"Waterproof, 10 ATM",Yes,Yes,Yes,Yes,Yes
1c8e5e17-97f5-4e92-9c88-b811fd6465ca,Male,U+1F3FF,2022-01-13,315,15,Run BE,Run,Up to 14 days,"Waterproof, 10 ATM",Yes,Yes,Yes,Yes,Yes
1c8e5e17-97f5-4e92-9c88-b811fd6465ca,Male,U+1F3FF,2022-01-22,331,6,Run BE,Run,Up to 14 days,"Waterproof, 10 ATM",Yes,Yes,Yes,Yes,Yes
1c8e5e17-97f5-4e92-9c88-b811fd6465ca,Male,U+1F3FF,2022-01-19,345,9,Run BE,Run,Up to 14 days,"Waterproof, 10 ATM",Yes,Yes,Yes,Yes,Yes
1dbaef1f-89cf-4abc-b93b-85ec97d7d87f,Male,U+1F3FB,2022-01-05,361,1,Run BE,Run,Up to 14 days,"Waterproof, 10 ATM",Yes,Yes,Yes,Yes,Yes
1dbaef1f-89cf-4abc-b93b-85ec97d7d87f,Male,U+1F3FB,2022-01-10,340,0,Run BE,Run,Up to 14 days,"Waterproof, 10 ATM",Yes,Yes,Yes,Yes,Yes
1dbaef1f-89cf-4abc-b93b-85ec97d7d87f,Male,U+1F3FB,2022-01-14,358,0,Run BE,Run,Up to 14 days,"Waterproof, 10 ATM",Yes,Yes,Yes,Yes,Yes
1dbaef1f-89cf-4abc-b93b-85ec97d7d87f,Male,U+1F3FB,2022-01-25,361,0,Run BE,Run,Up to 14 days,"Waterproof, 10 ATM",Yes,Yes,Yes,Yes,Yes
1dbaef1f-89cf-4abc-b93b-85ec97d7d87f,Male,U+1F3FB,2022-01-03,326,0,Run BE,Run,Up to 14 days,"Waterproof, 10 ATM",Yes,Yes,Yes,Yes,Yes
1dbaef1f-89cf-4abc-b93b-85ec97d7d87f,Male,U+1F3FB,2022-01-02,357,1,Run BE,Run,Up to 14 days,"Waterproof, 10 ATM",Yes,Yes,Yes,Yes,Yes
1dbaef1f-89cf-4abc-b93b-85ec97d7d87f,Male,U+1F3FB,2022-01-28,345,0,Run BE,Run,Up to 14 days,"Waterproof, 10 ATM",Yes,Yes,Yes,Yes,Yes
1dbaef1f-89cf-4abc-b93b-85ec97d7d87f,Male,U+1F3FB,2022-01-18,335,3,Run BE,Run,Up to 14 days,"Waterproof, 10 ATM",Yes,Yes,Yes,Yes,Yes
1dbaef1f-89cf-4abc-b93b-85ec97d7d87f,Male,U+1F3FB,2022-01-26,392,0,Run BE,Run,Up to 14 days,"Waterproof, 10 ATM",Yes,Yes,Yes,Yes,Yes
1dbaef1f-89cf-4abc-b93b-85ec97d7d87f,Male,U+1F3FB,2022-01-21,341,1,Run BE,Run,Up to 14 days,"Waterproof, 10 ATM",Yes,Yes,Yes,Yes,Yes
1dbaef1f-89cf-4abc-b93b-85ec97d7d87f,Male,U+1F3FB,2022-01-29,366,4,Run BE,Run,Up to 14 days,"Waterproof, 10 ATM",Yes,Yes,Yes,Yes,Yes
1dbaef1f-89cf-4abc-b93b-85ec97d7d87f,Male,U+1F3FB,2022-01-12,361,0,Run BE,Run,Up to 14 days,"Waterproof, 10 ATM",Yes,Yes,Yes,Yes,Yes
1dbaef1f-89cf-4abc-b93b-85ec97d7d87f,Male,U+1F3FB,2022-01-04,351,0,Run BE,Run,Up to 14 days,"Waterproof, 10 ATM",Yes,Yes,Yes,Yes,Yes
1dbaef1f-89cf-4abc-b93b-85ec97d7d87f,Male,U+1F3FB,2022-01-27,350,1,Run BE,Run,Up to 14 days,"Waterproof, 10 ATM",Yes,Yes,Yes,Yes,Yes
1dbaef1f-89cf-4abc-b93b-85ec97d7d87f,Male,U+1F3FB,2022-01-31,354,1,Run BE,Run,Up to 14 days,"Waterproof, 10 ATM",Yes,Yes,Yes,Yes,Yes
1dbaef1f-89cf-4abc-b93b-85ec97d7d87f,Male,U+1F3FB,2022-01-24,358,0,Run BE,Run,Up to 14 days,"Waterproof, 10 ATM",Yes,Yes,Yes,Yes,Yes
1dbaef1f-89cf-4abc-b93b-85ec97d7d87f,Male,U+1F3FB,2022-01-01,374,2,Run BE,Run,Up to 14 days,"Waterproof, 10 ATM",Yes,Yes,Yes,Yes,Yes
1dbaef1f-89cf-4abc-b93b-85ec97d7d87f,Male,U+1F3FB,2022-01-17,307,1,Run BE,Run,Up to 14 days,"Waterproof, 10 ATM",Yes,Yes,Yes,Yes,Yes
1dbaef1f-89cf-4abc-b93b-85ec97d7d87f,Male,U+1F3FB,2022-01-11,326,1,Run BE,Run,Up to 14 days,"Waterproof, 10 ATM",Yes,Yes,Yes,Yes,Yes
1dbaef1f-89cf-4abc-b93b-85ec97d7d87f,Male,U+1F3FB,2022-01-22,344,1,Run BE,Run,Up to 14 days,"Waterproof, 10 ATM",Yes,Yes,Yes,Yes,Yes
1dbaef1f-89cf-4abc-b93b-85ec97d7d87f,Male,U+1F3FB,2022-01-20,383,3,Run BE,Run,Up to 14 days,"Waterproof, 10 ATM",Yes,Yes,Yes,Yes,Yes
1ecfda17-9033-4aeb-9768-cd5ccbd83cad,Female,U+1F3FE,2022-01-27,421,13,Advance 2,Advance,Up to 7 days,Resistant,Yes,No,Yes,Yes,Yes
1ecfda17-9033-4aeb-9768-cd5ccbd83cad,Female,U+1F3FE,2022-01-06,387,9,Advance 2,Advance,Up to 7 days,Resistant,Yes,No,Yes,Yes,Yes
1ecfda17-9033-4aeb-9768-cd5ccbd83cad,Female,U+1F3FE,2022-01-08,361,8,Advance 2,Advance,Up to 7 days,Resistant,Yes,No,Yes,Yes,Yes
1ecfda17-9033-4aeb-9768-cd5ccbd83cad,Female,U+1F3FE,2022-01-01,421,11,Advance 2,Advance,Up to 7 days,Resistant,Yes,No,Yes,Yes,Yes
1ecfda17-9033-4aeb-9768-cd5ccbd83cad,Female,U+1F3FE,2022-01-17,426,11,Advance 2,Advance,Up to 7 days,Resistant,Yes,No,Yes,Yes,Yes
1ecfda17-9033-4aeb-9768-cd5ccbd83cad,Female,U+1F3FE,2022-01-07,443,7,Advance 2,Advance,Up to 7 days,Resistant,Yes,No,Yes,Yes,Yes
1ecfda17-9033-4aeb-9768-cd5ccbd83cad,Female,U+1F3FE,2022-01-24,431,10,Advance 2,Advance,Up to 7 days,Resistant,Yes,No,Yes,Yes,Yes
1ecfda17-9033-4aeb-9768-cd5ccbd83cad,Female,U+1F3FE,2022-01-16,415,7,Advance 2,Advance,Up to 7 days,Resistant,Yes,No,Yes,Yes,Yes
1ecfda17-9033-4aeb-9768-cd5ccbd83cad,Female,U+1F3FE,2022-01-10,392,12,Advance 2,Advance,Up to 7 days,Resistant,Yes,No,Yes,Yes,Yes
1ecfda17-9033-4aeb-9768-cd5ccbd83cad,Female,U+1F3FE,2022-01-05,411,7,Advance 2,Advance,Up to 7 days,Resistant,Yes,No,Yes,Yes,Yes
1ecfda17-9033-4aeb-9768-cd5ccbd83cad,Female,U+1F3FE,2022-01-19,384,12,Advance 2,Advance,Up to 7 days,Resistant,Yes,No,Yes,Yes,Yes
1ecfda17-9033-4aeb-9768-cd5ccbd83cad,Female,U+1F3FE,2022-01-18,378,5,Advance 2,Advance,Up to 7 days,Resistant,Yes,No,Yes,Yes,Yes
1ecfda17-9033-4aeb-9768-cd5ccbd83cad,Female,U+1F3FE,2022-01-12,441,9,Advance 2,Advance,Up to 7 days,Resistant,Yes,No,Yes,Yes,Yes
1ecfda17-9033-4aeb-9768-cd5ccbd83cad,Female,U+1F3FE,2022-01-31,401,8,Advance 2,Advance,Up to 7 days,Resistant,Yes,No,Yes,Yes,Yes
1ecfda17-9033-4aeb-9768-cd5ccbd83cad,Female,U+1F3FE,2022-01-26,401,11,Advance 2,Advance,Up to 7 days,Resistant,Yes,No,Yes,Yes,Yes
1ecfda17-9033-4aeb-9768-cd5ccbd83cad,Female,U+1F3FE,2022-01-29,437,7,Advance 2,Advance,Up to 7 days,Resistant,Yes,No,Yes,Yes,Yes
1ecfda17-9033-4aeb-9768-cd5ccbd83cad,Female,U+1F3FE,2022-01-20,417,14,Advance 2,Advance,Up to 7 days,Resistant,Yes,No,Yes,Yes,Yes
1f126428-85fc-4397-92de-c97efeedf32e,Female,U+1F3FB,2022-01-10,422,3,Advance,Advance,Up to 7 days,Resistant,Yes,No,Yes,Yes,Yes
1f126428-85fc-4397-92de-c97efeedf32e,Female,U+1F3FB,2022-01-22,440,1,Advance,Advance,Up to 7 days,Resistant,Yes,No,Yes,Yes,Yes
1f126428-85fc-4397-92de-c97efeedf32e,Female,U+1F3FB,2022-02-01,440,0,Advance,Advance,Up to 7 days,Resistant,Yes,No,Yes,Yes,Yes
1f126428-85fc-4397-92de-c97efeedf32e,Female,U+1F3FB,2022-01-02,430,0,Advance,Advance,Up to 7 days,Resistant,Yes,No,Yes,Yes,Yes
1f126428-85fc-4397-92de-c97efeedf32e,Female,U+1F3FB,2022-01-25,412,0,Advance,Advance,Up to 7 days,Resistant,Yes,No,Yes,Yes,Yes
1f126428-85fc-4397-92de-c97efeedf32e,Female,U+1F3FB,2022-01-05,450,3,Advance,Advance,Up to 7 days,Resistant,Yes,No,Yes,Yes,Yes
1f126428-85fc-4397-92de-c97efeedf32e,Female,U+1F3FB,2022-01-17,439,1,Advance,Advance,Up to 7 days,Resistant,Yes,No,Yes,Yes,Yes
1f126428-85fc-4397-92de-c97efeedf32e,Female,U+1F3FB,2022-01-29,458,0,Advance,Advance,Up to 7 days,Resistant,Yes,No,Yes,Yes,Yes
1f126428-85fc-4397-92de-c97efeedf32e,Female,U+1F3FB,2022-01-23,424,1,Advance,Advance,Up to 7 days,Resistant,Yes,No,Yes,Yes,Yes
1f126428-85fc-4397-92de-c97efeedf32e,Female,U+1F3FB,2022-01-26,452,0,Advance,Advance,Up to 7 days,Resistant,Yes,No,Yes,Yes,Yes
1f126428-85fc-4397-92de-c97efeedf32e,Female,U+1F3FB,2022-01-31,419,0,Advance,Advance,Up to 7 days,Resistant,Yes,No,Yes,Yes,Yes
1f126428-85fc-4397-92de-c97efeedf32e,Female,U+1F3FB,2022-01-14,453,5,Advance,Advance,Up to 7 days,Resistant,Yes,No,Yes,Yes,Yes
1f126428-85fc-4397-92de-c97efeedf32e,Female,U+1F3FB,2022-01-28,437,0,Advance,Advance,Up to 7 days,Resistant,Yes,No,Yes,Yes,Yes
1f126428-85fc-4397-92de-c97efeedf32e,Female,U+1F3FB,2022-01-03,472,2,Advance,Advance,Up to 7 days,Resistant,Yes,No,Yes,Yes,Yes
1f126428-85fc-4397-92de-c97efeedf32e,Female,U+1F3FB,2022-01-21,423,1,Advance,Advance,Up to 7 days,Resistant,Yes,No,Yes,Yes,Yes
1f126428-85fc-4397-92de-c97efeedf32e,Female,U+1F3FB,2022-01-18,438,3,Advance,Advance,Up to 7 days,Resistant,Yes,No,Yes,Yes,Yes
1f126428-85fc-4397-92de-c97efeedf32e,Female,U+1F3FB,2022-01-12,396,4,Advance,Advance,Up to 7 days,Resistant,Yes,No,Yes,Yes,Yes
1f126428-85fc-4397-92de-c97efeedf32e,Female,U+1F3FB,2022-01-04,430,3,Advance,Advance,Up to 7 days,Resistant,Yes,No,Yes,Yes,Yes
1f126428-85fc-4397-92de-c97efeedf32e,Female,U+1F3FB,2022-01-15,428,3,Advance,Advance,Up to 7 days,Resistant,Yes,No,Yes,Yes,Yes
1f17b865-2d3d-4b68-9e1d-a16e45de1423,Female,U+1F3FB,2022-01-12,414,1,Run ON,Run,Up to 21 days,"Waterproof, 10 ATM",Yes,Yes,Yes,Yes,Yes
1f17b865-2d3d-4b68-9e1d-a16e45de1423,Female,U+1F3FB,2022-01-28,449,4,Run ON,Run,Up to 21 days,"Waterproof, 10 ATM",Yes,Yes,Yes,Yes,Yes
1f17b865-2d3d-4b68-9e1d-a16e45de1423,Female,U+1F3FB,2022-01-05,420,0,Run ON,Run,Up to 21 days,"Waterproof, 10 ATM",Yes,Yes,Yes,Yes,Yes
1f17b865-2d3d-4b68-9e1d-a16e45de1423,Female,U+1F3FB,2022-01-20,431,1,Run ON,Run,Up to 21 days,"Waterproof, 10 ATM",Yes,Yes,Yes,Yes,Yes
1f17b865-2d3d-4b68-9e1d-a16e45de1423,Female,U+1F3FB,2022-01-31,418,0,Run ON,Run,Up to 21 days,"Waterproof, 10 ATM",Yes,Yes,Yes,Yes,Yes
1f17b865-2d3d-4b68-9e1d-a16e45de1423,Female,U+1F3FB,2022-01-22,445,1,Run ON,Run,Up to 21 days,"Waterproof, 10 ATM",Yes,Yes,Yes,Yes,Yes
1f17b865-2d3d-4b68-9e1d-a16e45de1423,Female,U+1F3FB,2022-01-29,439,0,Run ON,Run,Up to 21 days,"Waterproof, 10 ATM",Yes,Yes,Yes,Yes,Yes
1f17b865-2d3d-4b68-9e1d-a16e45de1423,Female,U+1F3FB,2022-01-01,391,0,Run ON,Run,Up to 21 days,"Waterproof, 10 ATM",Yes,Yes,Yes,Yes,Yes
1f17b865-2d3d-4b68-9e1d-a16e45de1423,Female,U+1F3FB,2022-01-13,402,5,Run ON,Run,Up to 21 days,"Waterproof, 10 ATM",Yes,Yes,Yes,Yes,Yes
1f17b865-2d3d-4b68-9e1d-a16e45de1423,Female,U+1F3FB,2022-01-19,432,0,Run ON,Run,Up to 21 days,"Waterproof, 10 ATM",Yes,Yes,Yes,Yes,Yes
1f17b865-2d3d-4b68-9e1d-a16e45de1423,Female,U+1F3FB,2022-01-25,397,0,Run ON,Run,Up to 21 days,"Waterproof, 10 ATM",Yes,Yes,Yes,Yes,Yes
1f17b865-2d3d-4b68-9e1d-a16e45de1423,Female,U+1F3FB,2022-01-23,437,1,Run ON,Run,Up to 21 days,"Waterproof, 10 ATM",Yes,Yes,Yes,Yes,Yes
1f17b865-2d3d-4b68-9e1d-a16e45de1423,Female,U+1F3FB,2022-02-01,412,0,Run ON,Run,Up to 21 days,"Waterproof, 10 ATM",Yes,Yes,Yes,Yes,Yes
1f17b865-2d3d-4b68-9e1d-a16e45de1423,Female,U+1F3FB,2022-01-06,457,2,Run ON,Run,Up to 21 days,"Waterproof, 10 ATM",Yes,Yes,Yes,Yes,Yes
1f17b865-2d3d-4b68-9e1d-a16e45de1423,Female,U+1F3FB,2022-01-30,423,1,Run ON,Run,Up to 21 days,"Waterproof, 10 ATM",Yes,Yes,Yes,Yes,Yes
1f17b865-2d3d-4b68-9e1d-a16e45de1423,Female,U+1F3FB,2022-01-21,419,0,Run ON,Run,Up to 21 days,"Waterproof, 10 ATM",Yes,Yes,Yes,Yes,Yes
1f17b865-2d3d-4b68-9e1d-a16e45de1423,Female,U+1F3FB,2022-01-26,437,0,Run ON,Run,Up to 21 days,"Waterproof, 10 ATM",Yes,Yes,Yes,Yes,Yes
1f17b865-2d3d-4b68-9e1d-a16e45de1423,Female,U+1F3FB,2022-01-16,397,1,Run ON,Run,Up to 21 days,"Waterproof, 10 ATM",Yes,Yes,Yes,Yes,Yes
1f17b865-2d3d-4b68-9e1d-a16e45de1423,Female,U+1F3FB,2022-01-15,434,0,Run ON,Run,Up to 21 days,"Waterproof, 10 ATM",Yes,Yes,Yes,Yes,Yes
1f9722c0-adf3-4b9f-b816-55b731e29141,Male,U+1F3FE,2022-01-23,393,8,Run BE,Run,Up to 14 days,"Waterproof, 10 ATM",Yes,Yes,Yes,Yes,Yes
1f9722c0-adf3-4b9f-b816-55b731e29141,Male,U+1F3FE,2022-01-12,386,10,Run BE,Run,Up to 14 days,"Waterproof, 10 ATM",Yes,Yes,Yes,Yes,Yes
1f9722c0-adf3-4b9f-b816-55b731e29141,Male,U+1F3FE,2022-01-22,453,8,Run BE,Run,Up to 14 days,"Waterproof, 10 ATM",Yes,Yes,Yes,Yes,Yes
1f9722c0-adf3-4b9f-b816-55b731e29141,Male,U+1F3FE,2022-01-05,418,8,Run BE,Run,Up to 14 days,"Waterproof, 10 ATM",Yes,Yes,Yes,Yes,Yes
1f9722c0-adf3-4b9f-b816-55b731e29141,Male,U+1F3FE,2022-01-14,400,11,Run BE,Run,Up to 14 days,"Waterproof, 10 ATM",Yes,Yes,Yes,Yes,Yes
1f9722c0-adf3-4b9f-b816-55b731e29141,Male,U+1F3FE,2022-01-03,415,3,Run BE,Run,Up to 14 days,"Waterproof, 10 ATM",Yes,Yes,Yes,Yes,Yes
1f9722c0-adf3-4b9f-b816-55b731e29141,Male,U+1F3FE,2022-01-06,398,9,Run BE,Run,Up to 14 days,"Waterproof, 10 ATM",Yes,Yes,Yes,Yes,Yes
1f9722c0-adf3-4b9f-b816-55b731e29141,Male,U+1F3FE,2022-01-19,381,8,Run BE,Run,Up to 14 days,"Waterproof, 10 ATM",Yes,Yes,Yes,Yes,Yes
1f9722c0-adf3-4b9f-b816-55b731e29141,Male,U+1F3FE,2022-01-07,401,9,Run BE,Run,Up to 14 days,"Waterproof, 10 ATM",Yes,Yes,Yes,Yes,Yes
1f9722c0-adf3-4b9f-b816-55b731e29141,Male,U+1F3FE,2022-02-01,431,7,Run BE,Run,Up to 14 days,"Waterproof, 10 ATM",Yes,Yes,Yes,Yes,Yes
1f9722c0-adf3-4b9f-b816-55b731e29141,Male,U+1F3FE,2022-01-30,395,4,Run BE,Run,Up to 14 days,"Waterproof, 10 ATM",Yes,Yes,Yes,Yes,Yes
1f9722c0-adf3-4b9f-b816-55b731e29141,Male,U+1F3FE,2022-01-04,411,12,Run BE,Run,Up to 14 days,"Waterproof, 10 ATM",Yes,Yes,Yes,Yes,Yes
1f9722c0-adf3-4b9f-b816-55b731e29141,Male,U+1F3FE,2022-01-08,438,6,Run BE,Run,Up to 14 days,"Waterproof, 10 ATM",Yes,Yes,Yes,Yes,Yes
1f9722c0-adf3-4b9f-b816-55b731e29141,Male,U+1F3FE,2022-01-31,412,12,Run BE,Run,Up to 14 days,"Waterproof, 10 ATM",Yes,Yes,Yes,Yes,Yes
1f9722c0-adf3-4b9f-b816-55b731e29141,Male,U+1F3FE,2022-01-27,412,7,Run BE,Run,Up to 14 days,"Waterproof, 10 ATM",Yes,Yes,Yes,Yes,Yes
1f9722c0-adf3-4b9f-b816-55b731e29141,Male,U+1F3FE,2022-01-16,408,14,Run BE,Run,Up to 14 days,"Waterproof, 10 ATM",Yes,Yes,Yes,Yes,Yes
1f9722c0-adf3-4b9f-b816-55b731e29141,Male,U+1F3FE,2022-01-29,389,8,Run BE,Run,Up to 14 days,"Waterproof, 10 ATM",Yes,Yes,Yes,Yes,Yes
1f9722c0-adf3-4b9f-b816-55b731e29141,Male,U+1F3FE,2022-01-09,381,4,Run BE,Run,Up to 14 days,"Waterproof, 10 ATM",Yes,Yes,Yes,Yes,Yes
1f9722c0-adf3-4b9f-b816-55b731e29141,Male,U+1F3FE,2022-01-15,448,3,Run BE,Run,Up to 14 days,"Waterproof, 10 ATM",Yes,Yes,Yes,Yes,Yes
1f9722c0-adf3-4b9f-b816-55b731e29141,Male,U+1F3FE,2022-01-13,412,1,Run BE,Run,Up to 14 days,"Waterproof, 10 ATM",Yes,Yes,Yes,Yes,Yes
1f9722c0-adf3-4b9f-b816-55b731e29141,Male,U+1F3FE,2022-01-02,387,8,Run BE,Run,Up to 14 days,"Waterproof, 10 ATM",Yes,Yes,Yes,Yes,Yes
1f9722c0-adf3-4b9f-b816-55b731e29141,Male,U+1F3FE,2022-01-10,433,10,Run BE,Run,Up to 14 days,"Waterproof, 10 ATM",Yes,Yes,Yes,Yes,Yes
1f9722c0-adf3-4b9f-b816-55b731e29141,Male,U+1F3FE,2022-01-28,385,6,Run BE,Run,Up to 14 days,"Waterproof, 10 ATM",Yes,Yes,Yes,Yes,Yes
1f9722c0-adf3-4b9f-b816-55b731e29141,Male,U+1F3FE,2022-01-24,388,8,Run BE,Run,Up to 14 days,"Waterproof, 10 ATM",Yes,Yes,Yes,Yes,Yes
1fe01770-937b-4704-9951-5bafefc82ddf,Female,U+1F3FC,2022-01-07,444,1,Run 875,Run,Up to 14 days,"Waterproof, 5 ATM",Yes,No,Yes,Yes,Yes
1fe01770-937b-4704-9951-5bafefc82ddf,Female,U+1F3FC,2022-01-18,426,1,Run 875,Run,Up to 14 days,"Waterproof, 5 ATM",Yes,No,Yes,Yes,Yes
1fe01770-937b-4704-9951-5bafefc82ddf,Female,U+1F3FC,2022-01-11,441,1,Run 875,Run,Up to 14 days,"Waterproof, 5 ATM",Yes,No,Yes,Yes,Yes
1fe01770-937b-4704-9951-5bafefc82ddf,Female,U+1F3FC,2022-01-16,442,4,Run 875,Run,Up to 14 days,"Waterproof, 5 ATM",Yes,No,Yes,Yes,Yes
1fe01770-937b-4704-9951-5bafefc82ddf,Female,U+1F3FC,2022-01-17,427,4,Run 875,Run,Up to 14 days,"Waterproof, 5 ATM",Yes,No,Yes,Yes,Yes
1fe01770-937b-4704-9951-5bafefc82ddf,Female,U+1F3FC,2022-01-06,417,3,Run 875,Run,Up to 14 days,"Waterproof, 5 ATM",Yes,No,Yes,Yes,Yes
1fe01770-937b-4704-9951-5bafefc82ddf,Female,U+1F3FC,2022-01-09,403,5,Run 875,Run,Up to 14 days,"Waterproof, 5 ATM",Yes,No,Yes,Yes,Yes
1fe01770-937b-4704-9951-5bafefc82ddf,Female,U+1F3FC,2022-01-29,428,3,Run 875,Run,Up to 14 days,"Waterproof, 5 ATM",Yes,No,Yes,Yes,Yes
1fe01770-937b-4704-9951-5bafefc82ddf,Female,U+1F3FC,2022-01-08,440,1,Run 875,Run,Up to 14 days,"Waterproof, 5 ATM",Yes,No,Yes,Yes,Yes
1fe01770-937b-4704-9951-5bafefc82ddf,Female,U+1F3FC,2022-01-20,441,1,Run 875,Run,Up to 14 days,"Waterproof, 5 ATM",Yes,No,Yes,Yes,Yes
1fe01770-937b-4704-9951-5bafefc82ddf,Female,U+1F3FC,2022-01-21,457,3,Run 875,Run,Up to 14 days,"Waterproof, 5 ATM",Yes,No,Yes,Yes,Yes
1fe01770-937b-4704-9951-5bafefc82ddf,Female,U+1F3FC,2022-01-31,435,0,Run 875,Run,Up to 14 days,"Waterproof, 5 ATM",Yes,No,Yes,Yes,Yes
1fe01770-937b-4704-9951-5bafefc82ddf,Female,U+1F3FC,2022-01-19,440,4,Run 875,Run,Up to 14 days,"Waterproof, 5 ATM",Yes,No,Yes,Yes,Yes
1fe01770-937b-4704-9951-5bafefc82ddf,Female,U+1F3FC,2022-02-01,429,1,Run 875,Run,Up to 14 days,"Waterproof, 5 ATM",Yes,No,Yes,Yes,Yes
